combattant,date_debut,age_debut,taille_cm,allonge_cm,poids_kg,garde,categorie_debut,cote_debut,adv1,adv1_combats_avant,adv1_pagerank,resultat_debut,methode_debut,nb_combats_total,date_dernier_combat,annee_debut,debut_propre,n_premiers,victoires_3premiers,adv3_combats_moy,adv3_pagerank_moy,adv3_nouveaux,ko_tko_3premiers,soumissions_3premiers,victoires_adv_central_3premiers,frappes_sig_moy_apres3,precision_frappes_apres3,takedowns_moy_apres3,precision_td_apres3,soumissions_tent_moy_apres3,ratio_allonge_taille,au_moins_3_combats,Y_8_combats_plus,dans_cohorte
Jack Della Maddalena,2022-01-22,25,180.34,185.42,77.1,Switch,Welterweight,-420.0,Pete Rodriguez,0,,V,KO/TKO,9,2025-11-15,2022,0,3,3.0,6.3333,1.2708,1.0,3.0,0.0,2.0,6.74,0.53,0.21,0.16,0.2,1.028,1,1,0
Pete Rodriguez,2022-01-22,25,175.26,180.34,70.3,Switch,Welterweight,330.0,Jack Della Maddalena,1,,D,KO/TKO,3,2024-02-03,2022,1,3,1.0,1.6667,0.2795,0.0,3.0,0.0,0.0,,,,,,1.029,1,0,1
Saimon Oliveira,2022-01-22,30,162.56,182.88,61.2,Orthodox,Bantamweight,210.0,Tony Gravely,5,0.4522,D,U-DEC,4,2025-10-11,2022,0,3,0.0,2.3333,0.4522,0.0,2.0,0.0,0.0,2.62,0.42,1.18,0.28,1.2,1.125,1,0,0
Genaro Valdez,2022-01-22,30,175.26,182.88,70.3,Orthodox,Lightweight,170.0,Matt Frevola,7,0.9418,D,KO/TKO,3,2023-07-15,2022,0,3,0.0,4.0,0.4486,0.0,1.0,0.0,0.0,,,,,,1.043,1,0,0
Tresean Gore,2022-02-05,27,182.88,190.5,83.9,Switch,Middleweight,-135.0,Bryan Battle,1,0.3859,D,U-DEC,6,2025-08-02,2022,1,3,1.0,1.6667,0.2973,0.0,1.0,1.0,0.0,3.0,0.54,3.46,0.75,1.7,1.042,1,0,1
Chidi Njokuani,2022-02-05,33,190.5,203.2,77.1,Orthodox,Middleweight,,Marc-Andre Barriault,5,0.7602,V,KO/TKO,10,2026-02-21,2022,0,3,2.0,5.0,0.5249,0.0,3.0,0.0,0.0,4.09,0.61,0.0,0.0,0.2,1.067,1,1,0
Jailton Almeida,2022-02-05,30,190.5,200.66,93.0,Orthodox,Light Heavyweight,,Danilo Marques,3,0.3344,V,KO/TKO,11,2026-02-07,2022,0,3,3.0,2.6667,0.3525,0.0,1.0,2.0,0.0,2.46,0.64,6.85,0.59,2.6,1.053,1,1,0
Denys Bondar,2022-02-05,29,167.64,175.26,56.7,Orthodox,Flyweight,,Malcolm Gordon,3,0.4361,D,KO/TKO,3,2024-02-24,2022,1,3,0.0,2.3333,0.4223,0.0,1.0,1.0,0.0,,,,,,1.045,1,0,1
AJ Dobson,2022-02-12,30,185.42,193.04,83.9,Orthodox,Middleweight,-110.0,Jacob Malkoun,2,0.407,D,U-DEC,4,2024-03-23,2022,0,3,1.0,3.6667,0.3774,0.0,0.0,0.0,0.0,4.29,0.46,1.67,0.75,0.3,1.041,1,0,0
Blood Diamond,2022-02-12,33,180.34,193.04,77.1,Switch,Welterweight,,Jeremiah Wells,1,0.7429,D,SUB,3,2023-09-09,2022,1,3,0.0,1.0,0.4758,1.0,0.0,1.0,0.0,,,,,,1.07,1,0,1
Nikolas Motta,2022-02-19,29,175.26,177.8,70.3,Orthodox,Lightweight,-170.0,Jim Miller,37,3.5412,D,KO/TKO,6,2025-06-21,2022,0,3,1.0,13.3333,1.9099,0.0,3.0,0.0,0.0,3.08,0.33,0.0,0.0,0.0,1.014,1,0,0
Chad Anheliger,2022-02-19,35,167.64,162.56,61.2,Orthodox,Bantamweight,-240.0,Jesse Strader,1,0.2086,V,KO/TKO,5,2024-11-02,2022,0,3,1.0,3.0,0.2086,0.0,1.0,1.0,0.0,3.6,0.45,0.82,0.3,0.6,0.97,1,0,0
Christian Rodriguez,2022-02-19,24,170.18,180.34,65.8,Orthodox,Featherweight,270.0,Jonathan Pearce,4,0.5049,D,U-DEC,9,2025-08-09,2022,0,3,2.0,2.3333,0.3778,0.0,0.0,1.0,0.0,3.65,0.47,1.07,0.54,1.1,1.06,1,1,0
Jay Perrin,2022-02-19,28,170.18,170.18,61.2,Switch,Bantamweight,270.0,Mario Bautista,4,0.735,D,U-DEC,3,2022-12-10,2022,0,3,0.0,2.6667,0.4718,0.0,0.0,1.0,0.0,,,,,,1.0,1,0,0
Armen Petrosyan,2022-02-26,31,190.5,180.34,83.9,Orthodox,Middleweight,120.0,Gregory Rodrigues,3,0.5138,V,S-DEC,7,2025-03-08,2022,0,3,2.0,2.6667,0.5138,0.0,0.0,0.0,0.0,5.69,0.52,0.22,0.33,0.0,0.947,1,0,0
Rongzhu,2022-02-26,21,175.26,182.88,70.3,Orthodox,Lightweight,,Ignacio Bahamondes,3,0.3481,D,SUB,4,2025-08-23,2022,0,3,1.0,1.6667,0.3481,0.0,1.0,1.0,0.0,6.02,0.51,1.35,0.62,0.1,1.043,1,0,0
Victor Altamirano,2022-02-26,31,172.72,177.8,56.7,Switch,Flyweight,150.0,Carlos Hernandez,1,,D,S-DEC,6,2024-09-28,2022,0,3,2.0,1.3333,0.2086,0.0,1.0,0.0,0.0,4.55,0.57,3.43,0.39,0.0,1.029,1,0,0
Carlos Hernandez,2022-02-26,28,172.72,170.18,56.7,Orthodox,Flyweight,-170.0,Victor Altamirano,1,,V,S-DEC,7,2025-05-17,2022,0,3,2.0,1.6667,0.3136,0.0,0.0,1.0,0.0,4.11,0.46,1.08,0.17,0.2,0.985,1,0,0
AJ Fletcher,2022-03-12,25,177.8,170.18,77.1,Switch,Welterweight,165.0,Matthew Semelsberger,4,0.717,D,U-DEC,4,2023-09-23,2022,0,3,1.0,2.0,0.717,1.0,0.0,1.0,0.0,3.36,0.49,1.54,0.35,0.9,0.957,1,0,0
Javid Basharat,2022-03-12,26,175.26,175.26,61.2,Orthodox,Bantamweight,-190.0,Trevin Jones,2,2.1334,V,U-DEC,6,2026-02-07,2022,0,3,3.0,3.3333,1.2928,0.0,0.0,0.0,1.0,5.42,0.53,1.7,0.4,0.2,1.0,1,0,0
Azamat Murzakanov,2022-03-12,32,177.8,180.34,93.0,Southpaw,Light Heavyweight,-200.0,Tafon Nchukwi,4,0.4134,V,KO/TKO,6,2025-10-25,2022,0,3,3.0,9.3333,0.9897,0.0,2.0,0.0,2.0,4.72,0.56,0.62,0.15,0.0,1.014,1,0,0
Muhammad Mokaev,2022-03-19,21,170.18,177.8,56.7,Orthodox,Flyweight,-490.0,Cody Durden,3,0.3859,V,SUB,7,2024-07-27,2022,1,3,3.0,2.3333,0.411,1.0,0.0,2.0,0.0,1.61,0.45,5.29,0.41,0.8,1.045,1,0,1
Aliaskhab Khizriev,2022-03-26,31,175.26,187.96,83.9,Southpaw,Middleweight,-1000.0,Denis Tiuliulin,0,,V,SUB,1,2022-03-26,2022,0,1,,,,,,,,,,,,,1.072,0,0,0
Denis Tiuliulin,2022-03-26,33,185.42,195.58,83.9,Orthodox,Middleweight,650.0,Aliaskhab Khizriev,1,,D,SUB,6,2024-08-03,2022,1,3,1.0,5.3333,0.3531,0.0,1.0,2.0,0.0,3.61,0.41,0.96,0.42,0.0,1.055,1,0,1
Josh Fremd,2022-04-09,28,193.04,193.04,83.9,Orthodox,Middleweight,165.0,Anthony Hernandez,4,1.1571,D,U-DEC,6,2024-07-13,2022,1,3,1.0,2.3333,1.1571,0.0,0.0,2.0,0.0,2.52,0.44,0.66,0.25,1.1,1.0,1,0,1
Mike Malott,2022-04-09,30,185.42,185.42,77.1,Orthodox,Welterweight,-170.0,Mickey Gall,10,1.1593,V,KO/TKO,7,2025-10-18,2022,0,3,3.0,5.0,0.5351,0.0,1.0,2.0,1.0,3.83,0.46,3.04,0.6,1.0,1.0,1,0,0
Daniel Santos,2022-04-09,27,170.18,170.18,61.2,Orthodox,Bantamweight,170.0,Julio Arce,8,1.0958,D,U-DEC,5,2025-10-04,2022,1,3,2.0,5.3333,0.5934,0.0,1.0,0.0,0.0,4.76,0.4,3.01,0.4,0.0,1.0,1,0,1
Caio Borralho,2022-04-16,29,185.42,190.5,83.9,Southpaw,Middleweight,100.0,Gadzhi Omargadzhiev,1,,V,U-DEC,9,2026-03-07,2022,0,3,3.0,2.3333,0.6293,0.0,0.0,0.0,0.0,3.61,0.6,1.56,0.6,0.5,1.027,1,1,0
Gadzhi Omargadzhiev,2022-04-16,29,185.42,180.34,77.1,Switch,Middleweight,-120.0,Caio Borralho,2,,D,U-DEC,2,2022-10-22,2022,0,2,,,,,,,,,,,,,0.973,0,0,0
Ange Loosa,2022-04-16,29,177.8,187.96,77.1,Orthodox,Welterweight,175.0,Mounir Lazzez,2,0.407,D,U-DEC,5,2025-06-14,2022,0,3,2.0,2.0,0.3011,0.0,0.0,0.0,0.0,5.6,0.44,2.41,0.38,0.2,1.057,1,0,0
Martin Buday,2022-04-16,30,193.04,195.58,120.2,Orthodox,Heavyweight,-305.0,Chris Barnett,2,0.3436,V,U-DEC,8,2025-07-26,2022,0,3,3.0,5.0,0.5598,0.0,0.0,0.0,0.0,4.84,0.53,0.21,0.25,0.2,1.013,1,1,0
Trey Ogden,2022-04-16,32,180.34,182.88,70.3,Orthodox,Lightweight,-135.0,Jordan Leavitt,4,0.4568,D,S-DEC,6,2025-01-11,2022,1,3,1.0,3.0,0.469,0.0,0.0,0.0,0.0,3.07,0.48,2.04,0.3,0.8,1.014,1,0,1
Alatengheili,2022-04-16,30,165.1,167.64,61.2,Orthodox,Bantamweight,,Kevin Croom,2,0.3481,V,KO/TKO,5,2025-04-26,2022,0,3,2.0,4.6667,0.8344,0.0,1.0,0.0,0.0,2.64,0.32,1.99,0.45,0.0,1.015,1,0,0
Evan Elder,2022-04-23,25,177.8,182.88,70.3,Switch,Welterweight,130.0,Preston Parsons,1,0.2086,D,U-DEC,5,2025-04-26,2022,1,3,1.0,1.6667,0.202,0.0,1.0,0.0,0.0,5.02,0.49,0.63,0.2,0.6,1.029,1,0,1
Dean Barry,2022-04-23,29,177.8,182.88,77.1,Orthodox,Welterweight,-800.0,Mike Jackson,1,0.2973,D,DQ,1,2022-04-23,2022,1,1,,,,,,,,,,,,,1.029,0,0,1
Yohan Lainesse,2022-04-30,29,185.42,193.04,77.1,Orthodox,Welterweight,-105.0,Gabe Green,2,0.3859,D,KO/TKO,4,2024-01-20,2022,0,3,1.0,2.0,0.3218,0.0,1.0,1.0,0.0,2.22,0.41,0.94,0.28,0.5,1.041,1,0,0
Cameron VanCamp,2022-05-07,29,187.96,187.96,70.3,Switch,Welterweight,350.0,Andre Fialho,2,,D,KO/TKO,2,2022-09-17,2022,1,2,,,,,,,,,,,,,1.0,0,0,1
Kleydson Rodrigues,2022-05-07,26,165.1,170.18,61.2,Orthodox,Flyweight,-400.0,CJ Vergara,2,0.2086,D,S-DEC,4,2024-05-18,2022,0,3,1.0,1.6667,0.2086,0.0,1.0,1.0,0.0,4.58,0.57,0.6,0.22,0.6,1.031,1,0,0
Fernie Garcia,2022-05-07,30,170.18,170.18,61.2,Orthodox,Bantamweight,-115.0,Journey Newson,2,0.2677,D,U-DEC,4,2024-02-10,2022,0,3,0.0,2.0,0.2381,0.0,0.0,0.0,0.0,2.04,0.34,0.28,0.5,0.6,1.0,1,0,0
Manuel Torres,2022-05-14,27,177.8,185.42,70.3,Switch,Lightweight,-135.0,Frank Camacho,7,0.4784,V,KO/TKO,6,2025-12-06,2022,0,3,3.0,4.6667,0.4481,0.0,2.0,1.0,0.0,7.17,0.55,2.26,0.66,1.1,1.043,1,0,0
Jake Hadley,2022-05-14,25,170.18,177.8,56.7,Southpaw,Flyweight,-210.0,Allan Nascimento,2,0.2086,D,U-DEC,7,2024-10-19,2022,0,3,2.0,3.3333,0.35,0.0,1.0,1.0,0.0,3.76,0.44,0.2,0.06,1.4,1.045,1,0,0
Tatsuro Taira,2022-05-14,22,170.18,177.8,56.7,Orthodox,Flyweight,-320.0,Carlos Candelario,2,,V,U-DEC,9,2025-12-06,2022,1,3,3.0,2.0,0.2086,0.0,0.0,2.0,0.0,3.56,0.65,2.35,0.47,2.1,1.045,1,1,1
Carlos Candelario,2022-05-14,30,172.72,172.72,56.7,Southpaw,Flyweight,250.0,Tatsuro Taira,0,,D,U-DEC,2,2022-11-05,2022,0,2,,,,,,,,,,,,,1.0,0,0,0
Lucas Almeida,2022-06-04,31,180.34,180.34,65.8,Orthodox,Featherweight,190.0,Michael Trizano,5,0.8572,V,KO/TKO,6,2025-10-11,2022,0,3,1.0,9.6667,1.3307,0.0,2.0,1.0,0.0,4.94,0.43,0.0,0.0,0.0,1.0,1,0,0
Askar Mozharov,2022-06-04,27,190.5,187.96,93.0,Orthodox,Light Heavyweight,220.0,Alonzo Menifield,9,1.311,D,KO/TKO,1,2022-06-04,2022,1,1,,,,,,,,,,,,,0.987,0,0,1
Dan Argueta,2022-06-04,28,170.18,172.72,61.2,Southpaw,Featherweight,525.0,Damon Jackson,6,0.6605,D,U-DEC,4,2024-10-12,2022,1,3,1.0,2.3333,0.6605,1.0,0.0,1.0,0.0,2.48,0.43,4.36,0.35,1.4,1.015,1,0,1
Rinat Fakhretdinov,2022-06-04,30,182.88,187.96,77.1,Orthodox,Welterweight,-275.0,Andreas Michailidis,3,0.2973,V,U-DEC,6,2025-09-06,2022,1,3,3.0,8.0,2.2327,0.0,0.0,1.0,1.0,4.78,0.52,3.95,0.34,0.2,1.028,1,0,1
Maheshate,2022-06-11,22,182.88,180.34,70.3,Orthodox,Lightweight,170.0,Steve Garcia,3,0.2973,V,KO/TKO,6,2025-08-23,2022,0,3,1.0,4.0,0.3205,0.0,2.0,0.0,0.0,3.9,0.28,0.0,0.0,0.0,0.986,1,0,0
Garrett Armfield,2022-07-09,25,167.64,177.8,61.2,Orthodox,Featherweight,550.0,David Onama,2,0.2086,D,SUB,5,2024-11-02,2022,1,3,2.0,3.0,0.3663,0.0,1.0,1.0,0.0,5.59,0.55,0.0,0.0,0.4,1.061,1,0,1
Sumudaerji,2022-07-16,26,172.72,182.88,56.7,Southpaw,Flyweight,-260.0,Matt Schnell,9,1.3603,D,SUB,6,2026-03-07,2022,0,3,0.0,12.3333,1.2021,0.0,0.0,2.0,0.0,4.43,0.5,0.67,0.35,0.5,1.059,1,0,0
Charles Johnson,2022-07-23,31,175.26,177.8,56.7,Switch,Flyweight,400.0,Muhammad Mokaev,1,,D,U-DEC,14,2026-03-14,2022,1,3,2.0,2.6667,0.3803,0.0,1.0,0.0,0.0,4.83,0.51,0.38,0.2,0.5,1.014,1,1,1
Adam Fugitt,2022-07-30,33,185.42,195.58,77.1,Southpaw,Welterweight,450.0,Michael Morales,2,,D,KO/TKO,6,2026-01-24,2022,1,3,1.0,2.0,0.371,0.0,2.0,1.0,0.0,4.72,0.45,2.04,0.29,0.0,1.055,1,0,1
Ihor Potieria,2022-07-30,26,190.5,190.5,83.9,Southpaw,Light Heavyweight,120.0,Nicolae Negumereanu,4,0.4055,D,KO/TKO,8,2025-01-11,2022,0,3,1.0,16.6667,1.2022,0.0,3.0,0.0,1.0,5.13,0.5,0.0,0.0,0.0,1.0,1,1,0
Mohammed Usman,2022-08-06,33,187.96,200.66,108.4,Orthodox,Heavyweight,235.0,Zac Pauga,0,,V,KO/TKO,6,2025-06-21,2022,1,3,3.0,4.3333,0.776,2.0,1.0,0.0,0.0,3.41,0.36,0.69,0.17,0.0,1.068,1,0,1
Zac Pauga,2022-08-06,34,187.96,193.04,93.0,Orthodox,Heavyweight,-280.0,Mohammed Usman,0,,D,KO/TKO,4,2024-02-10,2022,1,3,1.0,3.6667,0.2944,1.0,1.0,0.0,0.0,4.46,0.62,0.38,0.07,0.0,1.027,1,0,1
Angela Hill,2022-08-13,37,160.02,162.56,52.2,Orthodox,Catch Weight,275.0,Loopy Godinez,5,,V,U-DEC,1,2022-08-13,2022,0,1,,,,,,,,,,,,,1.016,0,0,0
Loopy Godinez,2022-08-13,28,157.48,154.94,52.2,Orthodox,Catch Weight,-330.0,Angela Hill,20,,D,U-DEC,2,2023-05-20,2022,0,2,,,,,,,,,,,,,0.984,0,0,0
Lukasz Brzeski,2022-08-13,30,193.04,198.12,107.0,Orthodox,Heavyweight,255.0,Martin Buday,2,,D,S-DEC,7,2025-07-19,2022,0,3,0.0,2.3333,0.2704,0.0,1.0,0.0,0.0,4.9,0.5,0.46,0.5,0.5,1.026,1,0,0
Josh Quinlan,2022-08-13,29,182.88,182.88,77.1,Orthodox,Catch Weight,-300.0,Jason Witt,5,0.5703,V,KO/TKO,4,2024-06-15,2022,0,3,1.0,2.3333,0.5703,0.0,2.0,0.0,0.0,3.57,0.42,0.34,0.11,0.0,1.0,1,0,0
William Gomis,2022-09-03,25,182.88,185.42,65.8,Southpaw,Featherweight,-215.0,Jarno Errens,0,,V,U-DEC,6,2025-09-06,2022,1,3,3.0,0.6667,0.2507,2.0,1.0,0.0,0.0,2.69,0.5,0.78,0.37,0.5,1.014,1,0,1
Jarno Errens,2022-09-03,27,180.34,185.42,65.8,Orthodox,Featherweight,185.0,William Gomis,0,,D,U-DEC,4,2024-08-10,2022,1,3,1.0,3.6667,0.5733,1.0,0.0,0.0,0.0,3.29,0.44,0.0,0.0,0.3,1.028,1,0,1
Abus Magomedov,2022-09-03,32,187.96,198.12,83.9,Orthodox,Middleweight,-295.0,Dustin Stoltzfus,5,0.2086,V,KO/TKO,7,2025-10-04,2022,1,3,1.0,9.6667,1.9171,0.0,2.0,0.0,0.0,2.88,0.44,2.65,0.77,0.0,1.054,1,0,1
Michal Figlak,2022-09-03,26,177.8,177.8,70.3,Orthodox,Lightweight,-210.0,Fares Ziam,4,0.5618,D,U-DEC,2,2024-04-27,2022,1,2,,,,,,,,,,,,,1.0,0,0,1
Gabriel Miranda,2022-09-03,32,180.34,180.34,65.8,Orthodox,Lightweight,250.0,Benoit Saint Denis,2,0.2086,D,KO/TKO,4,2025-03-29,2022,1,3,1.0,3.3333,0.3077,0.0,2.0,1.0,0.0,3.23,0.43,4.75,0.38,1.9,1.0,1,0,1
Cristian Quinonez,2022-09-03,26,172.72,177.8,61.2,Orthodox,Bantamweight,105.0,Khalid Taha,4,0.5441,V,KO/TKO,4,2026-02-28,2022,0,3,1.0,8.0,1.2506,0.0,1.0,2.0,0.0,3.67,0.43,3.14,0.55,0.6,1.029,1,0,0
Irene Aldana,2022-09-10,34,175.26,172.72,61.2,Orthodox,Catch Weight,-195.0,Macy Chiasson,8,,V,KO/TKO,1,2022-09-10,2022,0,1,,,,,,,,,,,,,0.986,0,0,0
Macy Chiasson,2022-09-10,31,180.34,182.88,61.2,Orthodox,Catch Weight,165.0,Irene Aldana,10,,D,KO/TKO,1,2022-09-10,2022,0,1,,,,,,,,,,,,,1.014,0,0,0
Anton Turkalj,2022-09-10,26,193.04,198.12,93.0,Orthodox,Catch Weight,480.0,Jailton Almeida,3,,D,SUB,4,2024-03-30,2022,0,3,0.0,4.3333,1.5655,0.0,1.0,1.0,0.0,2.45,0.42,4.98,0.41,0.0,1.026,1,0,0
Joe Pyfer,2022-09-17,26,187.96,190.5,83.9,Orthodox,Middleweight,-520.0,Alen Amedovski,3,0.2086,V,KO/TKO,8,2026-03-28,2022,0,3,3.0,10.3333,1.001,0.0,2.0,1.0,1.0,3.72,0.41,1.45,0.41,0.9,1.014,1,1,0
Daniel Zellhuber,2022-09-17,23,185.42,195.58,70.3,Switch,Lightweight,-410.0,Trey Ogden,1,,D,U-DEC,7,2026-02-28,2022,0,3,2.0,8.3333,0.7205,0.0,0.0,1.0,0.0,5.86,0.41,0.22,0.33,0.2,1.055,1,0,0
Don Shainis,2022-10-01,32,167.64,170.18,65.8,Orthodox,Featherweight,700.0,Sodiq Yusuff,7,0.8756,D,SUB,2,2023-02-11,2022,1,2,,,,,,,,,,,,,1.015,0,0,1
Julija Stoliarenko,2022-10-01,29,170.18,167.64,56.7,Orthodox,Catch Weight,-125.0,Chelsea Chandler,0,,D,KO/TKO,1,2022-10-01,2022,0,1,,,,,,,,,,,,,0.985,0,0,0
Chelsea Chandler,2022-10-01,31,172.72,172.72,61.2,Southpaw,Catch Weight,105.0,Julija Stoliarenko,5,,V,KO/TKO,1,2022-10-01,2022,1,1,,,,,,,,,,,,,1.0,0,0,1
Lucas Alexander,2022-10-15,27,180.34,185.42,65.8,Orthodox,Featherweight,310.0,Joanderson Brito,3,,D,SUB,4,2025-02-01,2022,1,3,1.0,4.6667,0.5918,0.0,1.0,1.0,0.0,4.69,0.57,0.0,0.0,0.0,1.028,1,0,1
Waldo Cortes-Acosta,2022-10-29,31,193.04,198.12,117.9,Orthodox,Heavyweight,-210.0,Jared Vanderaa,7,0.316,V,U-DEC,6,2024-05-11,2022,0,3,2.0,12.0,0.858,0.0,0.0,0.0,0.0,5.64,0.48,0.55,0.6,0.2,1.026,1,0,0
Carlos Mota,2022-10-29,27,162.56,175.26,56.7,Orthodox,Flyweight,-155.0,Cody Durden,5,0.3859,D,U-DEC,1,2022-10-29,2022,1,1,,,,,,,,,,,,,1.078,0,0,1
Joshua Weems,2022-10-29,28,172.72,175.26,61.2,Orthodox,Bantamweight,340.0,Christian Rodriguez,2,,D,SUB,1,2022-10-29,2022,0,1,,,,,,,,,,,,,1.015,0,0,0
Francis Marshall,2022-12-03,23,175.26,182.88,65.8,Orthodox,Featherweight,-155.0,Marcelo Rojo,2,0.2086,V,KO/TKO,6,2026-02-28,2022,0,3,1.0,1.0,0.285,1.0,2.0,0.0,0.0,3.69,0.34,2.68,0.41,0.5,1.043,1,0,0
Raul Rosas Jr.,2022-12-10,18,175.26,170.18,61.2,Switch,Bantamweight,-280.0,Jay Perrin,3,,V,SUB,7,2026-03-07,2022,0,3,2.0,2.3333,0.3613,0.0,1.0,1.0,0.0,1.55,0.43,4.02,0.39,1.3,0.971,1,0,0
Erik Silva,2022-12-10,35,175.26,180.34,65.8,Orthodox,Featherweight,100.0,TJ Brown,6,0.2973,D,SUB,3,2026-02-28,2022,0,3,0.0,5.0,0.5061,0.0,1.0,2.0,0.0,,,,,,1.029,1,0,0
Cameron Saaiman,2022-12-10,21,172.72,170.18,61.2,Southpaw,Bantamweight,-285.0,Steven Koslow,0,,V,KO/TKO,6,2025-04-26,2022,0,3,3.0,1.3333,0.3708,2.0,2.0,0.0,0.0,5.32,0.46,0.91,0.28,0.7,0.985,1,0,0
Steven Koslow,2022-12-10,25,170.18,175.26,56.7,Switch,Bantamweight,240.0,Cameron Saaiman,1,,D,KO/TKO,1,2022-12-10,2022,1,1,,,,,,,,,,,,,1.03,0,0,1
Alessandro Costa,2022-12-17,26,162.56,170.18,56.7,Orthodox,Flyweight,340.0,Amir Albazi,3,0.5077,D,KO/TKO,5,2025-09-13,2022,0,3,1.0,2.3333,0.5003,0.0,2.0,0.0,0.0,4.14,0.47,0.27,0.12,0.0,1.047,1,0,0
Mateus Mendonca,2023-01-14,23,167.64,180.34,56.7,Orthodox,Bantamweight,320.0,Javid Basharat,3,0.8046,D,U-DEC,3,2024-02-24,2023,0,3,0.0,3.6667,0.5761,0.0,1.0,0.0,0.0,,,,,,1.076,1,0,0
Claudio Ribeiro,2023-01-14,30,185.42,195.58,83.9,Orthodox,Middleweight,-105.0,Abdul Razak Alhassan,10,0.8001,D,KO/TKO,4,2024-03-02,2023,0,3,1.0,6.0,0.4392,0.0,3.0,0.0,0.0,3.59,0.51,0.56,0.5,0.0,1.055,1,0,0
Mateusz Rebecki,2023-01-14,30,170.18,167.64,70.3,Southpaw,Lightweight,-850.0,Nick Fiore,0,,V,U-DEC,7,2025-10-25,2023,0,3,3.0,3.0,0.5638,1.0,1.0,1.0,0.0,4.69,0.48,4.12,0.75,1.0,0.985,1,0,0
Nick Fiore,2023-01-14,25,177.8,182.88,70.3,Orthodox,Lightweight,600.0,Mateusz Rebecki,1,,D,U-DEC,2,2023-05-20,2023,1,2,,,,,,,,,,,,,1.029,0,0,0
Nick Aguirre,2023-01-14,26,175.26,187.96,61.2,Southpaw,Featherweight,400.0,Dan Argueta,1,0.1953,D,U-DEC,2,2023-11-18,2023,1,2,,,,,,,,,,,,,1.072,0,0,0
Brunno Ferreira,2023-01-21,30,177.8,182.88,83.9,Orthodox,Middleweight,255.0,Gregory Rodrigues,6,1.18,V,KO/TKO,9,2026-03-07,2023,0,3,2.0,5.0,0.9691,1.0,3.0,0.0,1.0,4.99,0.54,0.89,0.16,0.0,1.029,1,1,0
Melquizael Costa,2023-01-21,26,177.8,180.34,65.8,Southpaw,Lightweight,300.0,Thiago Moises,10,1.385,D,SUB,9,2026-02-21,2023,1,3,1.0,6.6667,0.7787,0.0,1.0,1.0,0.0,3.46,0.46,2.5,0.35,1.1,1.014,1,1,0
Gabriel Bonfim,2023-01-21,25,185.42,182.88,77.1,Orthodox,Welterweight,-175.0,Mounir Lazzez,3,0.5679,V,SUB,7,2025-11-08,2023,0,3,2.0,8.0,2.7351,0.0,1.0,2.0,1.0,5.78,0.42,2.92,0.75,1.9,0.986,1,0,0
Luan Lacerda,2023-01-21,30,170.18,180.34,61.2,Orthodox,Bantamweight,300.0,Cody Stamann,11,1.8244,D,U-DEC,4,2026-03-14,2023,1,3,1.0,5.6667,1.0144,0.0,1.0,1.0,0.0,4.06,0.42,2.82,0.39,0.6,1.06,1,0,0
Ismael Bonfim,2023-01-21,27,172.72,180.34,70.3,Orthodox,Lightweight,-110.0,Terrance McKinney,5,1.2691,V,KO/TKO,5,2025-11-08,2023,0,3,2.0,6.0,0.969,0.0,1.0,1.0,2.0,5.51,0.54,1.06,0.33,0.0,1.044,1,0,0
Daniel Marcos,2023-01-21,29,170.18,175.26,61.2,Orthodox,Bantamweight,120.0,Saimon Oliveira,2,0.1953,V,KO/TKO,6,2025-11-08,2023,0,3,3.0,6.6667,1.0857,0.0,1.0,0.0,1.0,5.94,0.52,0.25,0.5,0.0,1.03,1,0,0
Yusaku Kinoshita,2023-02-04,22,182.88,180.34,77.1,Southpaw,Welterweight,-345.0,Adam Fugitt,1,0.1953,D,KO/TKO,2,2023-08-26,2023,0,2,,,,,,,,,,,,,0.986,0,0,0
Jeka Saragih,2023-02-04,28,172.72,175.26,65.8,Orthodox,Lightweight,-155.0,Anshul Jubli,1,,D,KO/TKO,4,2025-06-07,2023,0,3,1.0,1.6667,0.1955,0.0,2.0,1.0,0.0,2.75,0.5,2.17,0.8,0.5,1.015,1,0,0
Anshul Jubli,2023-02-04,28,182.88,175.26,70.3,Switch,Lightweight,135.0,Jeka Saragih,2,,V,KO/TKO,3,2025-02-08,2023,0,3,1.0,2.3333,0.1953,0.0,3.0,0.0,0.0,,,,,,0.958,1,0,0
JeongYeong Lee,2023-02-04,27,177.8,185.42,65.8,Orthodox,Featherweight,-215.0,Yizha,2,,V,S-DEC,4,2025-05-10,2023,0,3,2.0,2.3333,0.2555,0.0,1.0,0.0,0.0,3.38,0.49,0.63,0.66,0.3,1.043,1,0,0
Yizha,2023-02-04,26,170.18,180.34,65.8,Orthodox,Featherweight,185.0,JeongYeong Lee,2,,D,S-DEC,4,2026-01-31,2023,0,3,1.0,2.3333,0.2739,0.0,1.0,0.0,0.0,3.25,0.47,3.42,0.33,0.9,1.06,1,0,0
Toshiomi Kazama,2023-02-04,25,170.18,175.26,61.2,Orthodox,Bantamweight,450.0,Rinya Nakamura,2,,D,KO/TKO,4,2025-08-09,2023,0,3,1.0,1.6667,0.1953,0.0,2.0,1.0,0.0,1.49,0.53,1.94,0.16,1.0,1.03,1,0,0
